,player,hands,bb_100,vpip,pfr,3bet_f,fold_to_3bet,flop_af,donk_f,cbet_f,fold_to_f_cbet,xr_flop,bet_t,bet_r,call_r_bet,wtsd,wsd,cluster,cluster_name
57,0n_Phish_Tour,1000.0,-28.7,33.61,12.46,0.0,57.14,1.67,28.57,50.0,61.29,1.85,60.69,71.28,18.75,18.09,34.55,4,Overly Aggressive Semi-Loose Players
58,0ptimal,14593.0,-13.87,33.39,22.77,5.7,56.76,1.66,3.21,63.75,45.03,6.45,28.32,29.74,35.84,29.46,50.27,2,Semi-Loose Neutral Players
60,0stake,1675.0,-17.44,34.19,7.03,13.04,66.67,3.06,15.33,71.19,61.86,2.24,47.94,37.86,28.57,19.79,45.61,5,Tight Passive Rocks
61,0tters_88,6569.0,-30.17,34.06,17.94,7.89,54.68,2.02,7.69,61.53,56.29,7.94,30.92,30.16,40.17,31.3,48.16,2,Semi-Loose Neutral Players
63,0xfranklight,5473.0,-26.49,38.41,19.27,8.86,61.4,1.78,8.67,71.93,36.39,7.73,32.88,32.47,32.32,31.33,45.24,2,Semi-Loose Neutral Players
64,1-Baronsamedi-1,1045.0,-21.05,26.31,7.38,5.0,64.29,1.07,15.91,72.92,73.33,0.0,22.58,20.39,44.0,31.06,62.0,2,Semi-Loose Neutral Players
65,100%TOOHIGH,1085.0,50.47,70.44,4.03,15.38,23.64,1.54,41.41,85.71,51.09,6.29,53.79,59.04,40.0,29.4,44.26,5,Tight Passive Rocks
68,106670A,1103.0,-52.45,39.48,0.46,16.67,67.35,0.96,10.53,50.0,53.98,0.0,27.01,18.47,42.25,36.88,49.36,1,Loose Passive Callers
69,1094108038,1101.0,-94.12,55.93,16.67,7.14,35.37,2.58,28.17,50.82,44.55,7.29,37.58,32.71,25.68,34.46,44.33,6,Loose Aggro Fish
70,10_8dd,1477.0,13.68,43.36,30.56,19.35,41.11,2.87,5.49,65.04,51.43,16.52,39.01,37.5,40.91,31.04,51.89,0,Balanced Semi-Loose Players
71,10k_Maniacs,3541.0,-23.22,43.85,4.94,2.6,65.15,2.18,22.86,88.76,56.91,4.12,58.43,56.73,37.16,26.22,40.92,4,Overly Aggressive Semi-Loose Players
72,10thelonewolf31,7147.0,-47.34,46.08,8.71,12.73,62.78,1.62,9.78,69.65,34.45,7.54,32.08,31.67,29.8,31.39,42.84,1,Loose Passive Callers
73,11Innn0cence,23051.0,-15.78,38.54,8.25,15.58,65.9,1.56,9.63,79.95,59.99,1.42,34.53,38.75,27.39,30.92,50.13,5,Tight Passive Rocks
74,11mcdermottr11,10610.0,-52.13,49.5,25.72,6.9,37.97,1.51,7.55,65.42,23.46,8.12,48.23,44.64,55.99,41.01,39.98,1,Loose Passive Callers
75,12345jepprox,5742.0,-34.56,53.71,9.82,9.24,53.65,1.25,12.93,72.95,49.43,2.09,26.7,24.75,46.11,35.75,46.3,2,Semi-Loose Neutral Players
78,12Gator12,2003.0,-49.68,33.93,5.89,7.69,73.49,2.44,23.42,68.49,56.88,6.29,44.79,45.31,35.53,25.42,40.36,4,Overly Aggressive Semi-Loose Players
79,12jockey!,2110.0,-38.65,39.53,8.62,2.63,77.78,3.63,34.32,81.01,56.43,4.44,31.89,32.34,50.0,28.17,48.17,4,Overly Aggressive Semi-Loose Players
80,12vtvtaurus,1426.0,-77.0,54.6,0.79,12.12,69.77,1.58,28.49,85.71,51.49,2.72,56.53,56.94,44.19,32.31,43.08,1,Loose Passive Callers
82,1331karpy,1033.0,-17.83,32.94,12.39,20.0,66.0,2.67,8.2,77.59,47.27,8.45,38.62,26.09,38.1,29.0,41.67,2,Semi-Loose Neutral Players
83,1395918158,16898.0,-24.12,39.4,20.5,8.54,62.97,1.67,13.58,49.67,52.57,4.36,36.07,36.26,34.66,30.38,51.76,2,Semi-Loose Neutral Players
84,13enjamin,1315.0,-13.93,21.5,8.14,0.0,92.19,1.42,2.9,87.5,30.65,10.0,38.21,29.58,17.39,25.69,39.29,5,Tight Passive Rocks
85,13JPC,15573.0,2.29,21.31,11.83,4.55,73.84,2.77,10.53,75.11,62.72,2.05,30.76,23.43,27.13,27.55,57.08,0,Balanced Semi-Loose Players
86,13kingkorn,9573.0,18.59,48.95,6.76,6.01,57.43,1.33,9.88,69.08,49.38,2.01,32.21,32.21,28.19,30.41,49.1,0,Balanced Semi-Loose Players
87,13PetiteSirah,3263.0,-91.9,60.3,10.55,6.45,31.58,1.88,33.88,54.04,39.1,7.76,64.56,53.32,29.9,27.68,36.36,6,Loose Aggro Fish
88,13x13420,2634.0,-11.19,49.73,1.01,16.13,62.92,0.7,1.38,63.64,69.6,3.96,26.55,31.89,33.54,31.8,54.61,2,Semi-Loose Neutral Players
89,1412bryan,5975.0,10.01,40.88,12.23,4.27,56.82,3.59,22.51,80.04,72.29,0.43,53.68,35.97,30.37,23.02,45.79,5,Tight Passive Rocks
90,141TheNuts,27844.0,-9.37,28.03,9.01,12.73,70.98,2.62,24.52,60.65,61.29,3.24,31.57,40.38,24.82,26.59,52.7,5,Tight Passive Rocks
91,161joe161,5528.0,-4.6,30.28,13.26,11.32,45.78,1.37,2.89,48.73,45.71,5.63,30.97,20.12,52.61,35.45,54.09,0,Balanced Semi-Loose Players
92,16Redbread,6843.0,-16.79,41.03,0.87,2.75,72.77,2.46,47.4,70.0,70.37,2.08,47.07,47.32,27.64,27.08,47.15,5,Tight Passive Rocks
94,1717gwb9,1558.0,-49.82,48.98,16.72,9.68,60.71,2.23,24.64,69.72,48.08,0.87,40.1,25.52,28.21,32.05,42.86,1,Loose Passive Callers
95,1745molest,7823.0,-2.79,41.82,18.37,5.88,57.33,1.89,5.48,61.42,41.98,7.02,38.02,26.44,37.21,29.97,53.63,0,Balanced Semi-Loose Players
97,17danielju,1271.0,-117.32,45.42,15.35,15.38,65.59,2.2,40.91,52.75,43.69,5.05,44.53,44.13,21.88,28.77,44.22,6,Loose Aggro Fish
98,17FOZZYBEAR,3134.0,-17.27,60.17,12.21,5.11,45.8,2.14,32.77,78.11,53.42,7.65,52.48,40.62,36.88,29.6,45.9,4,Overly Aggressive Semi-Loose Players
99,180Spot180,2179.0,-8.82,56.94,14.18,1.28,33.33,1.41,16.74,74.59,63.81,2.14,38.45,42.15,28.77,28.94,51.58,5,Tight Passive Rocks
100,1843bub,8573.0,-28.54,44.17,19.85,7.31,56.62,4.09,55.18,86.24,51.71,5.85,59.37,52.69,27.57,24.45,38.73,4,Overly Aggressive Semi-Loose Players
101,18mingle,1838.0,-54.77,40.35,28.01,15.79,63.96,1.65,2.1,49.15,44.95,10.14,36.78,32.47,45.36,38.14,49.31,1,Loose Passive Callers
102,18SteelWheels,1624.0,-96.61,56.74,17.28,7.14,46.25,1.37,19.25,49.07,56.0,2.82,44.93,51.74,25.19,26.98,40.56,6,Loose Aggro Fish
103,18woodan,1083.0,-22.99,42.65,22.69,6.25,65.52,2.14,2.53,69.64,40.74,12.0,44.5,33.02,42.86,31.45,52.83,2,Semi-Loose Neutral Players
104,18zookc,2979.0,-36.86,58.72,7.75,5.62,50.41,1.43,26.59,54.74,64.22,2.14,30.19,34.63,34.64,30.54,49.91,2,Semi-Loose Neutral Players
105,19 GO GETTA 19,1463.0,-33.21,44.67,18.24,4.55,56.67,1.91,18.75,55.56,57.14,3.73,30.63,22.35,41.67,32.0,47.4,2,Semi-Loose Neutral Players
106,1976619,7106.0,-28.57,35.7,18.06,10.53,45.96,1.19,4.54,65.9,43.41,2.73,29.69,33.45,50.32,35.62,50.26,2,Semi-Loose Neutral Players
107,1981camero,3168.0,6.14,24.98,12.96,3.85,68.63,3.07,7.76,59.73,75.23,2.72,38.71,43.37,17.28,23.63,52.48,0,Balanced Semi-Loose Players
108,1997PokerStar,7194.0,0.76,30.45,21.62,3.17,52.97,1.45,21.48,45.14,45.45,1.29,46.15,53.9,39.46,27.52,44.6,0,Balanced Semi-Loose Players
109,19AT94,2793.0,25.42,44.61,26.52,5.36,49.24,2.72,31.3,60.24,64.89,0.5,37.95,36.56,34.32,30.43,51.71,5,Tight Passive Rocks
110,19Beatles65,1834.0,7.55,33.59,0.61,2.56,63.04,1.91,35.0,66.67,73.03,0.7,39.0,29.91,39.39,31.07,57.08,5,Tight Passive Rocks
112,19Secrets,1517.0,5.54,42.38,21.08,24.14,60.0,4.48,33.33,73.48,41.67,13.4,53.9,62.77,20.63,27.43,47.09,5,Tight Passive Rocks
114,19Twisted51,3038.0,-9.48,38.49,5.46,7.69,59.15,2.72,47.06,74.04,63.37,0.44,61.5,66.06,31.85,27.75,44.6,4,Overly Aggressive Semi-Loose Players
115,19Victoria72,8419.0,22.16,27.82,5.52,12.28,73.41,1.18,0.4,76.52,57.27,3.77,18.97,18.36,34.55,31.55,62.68,0,Balanced Semi-Loose Players
116,1airbrusher,26903.0,-8.76,52.43,5.13,3.36,60.02,2.08,42.39,88.28,61.3,1.58,46.48,38.27,39.06,30.27,49.47,5,Tight Passive Rocks
117,1ankle2,22479.0,14.46,22.26,14.41,11.11,51.92,1.8,1.31,67.98,50.25,1.75,30.55,24.52,30.27,28.14,57.08,0,Balanced Semi-Loose Players
118,1Apogee,20898.0,2.02,33.65,11.06,4.57,59.5,2.58,33.58,72.6,58.82,2.49,41.92,35.73,26.68,28.17,52.18,5,Tight Passive Rocks
120,1bobbiclai,13720.0,-9.93,41.46,8.77,7.59,79.25,2.99,22.14,63.85,61.97,4.94,46.44,44.57,21.0,23.22,46.02,5,Tight Passive Rocks
121,1Boomswitch,2413.0,-9.62,22.91,15.52,0.0,62.0,2.12,0.0,65.46,53.73,5.45,32.25,20.45,36.56,31.83,56.5,0,Balanced Semi-Loose Players
122,1bvincent,1424.0,-30.38,53.16,7.29,14.81,48.78,0.72,6.51,49.18,49.32,1.51,18.12,24.84,38.51,40.36,59.4,2,Semi-Loose Neutral Players
124,1DeadPhish,2152.0,-28.27,33.87,4.2,6.25,69.09,0.93,19.53,60.0,58.25,0.48,32.48,32.06,46.84,32.84,49.31,2,Semi-Loose Neutral Players
125,1DogBite,11366.0,-12.69,58.02,11.43,5.39,59.62,1.89,8.67,62.52,46.64,8.72,39.22,30.2,27.65,24.77,48.04,2,Semi-Loose Neutral Players
126,1Erection,8837.0,-7.35,37.12,13.5,1.3,60.33,0.96,12.28,40.22,50.23,1.14,41.08,35.74,31.14,28.01,49.46,0,Balanced Semi-Loose Players
130,1GJT1,8387.0,-9.12,29.08,4.72,13.7,67.72,3.1,14.7,84.65,62.29,5.81,42.61,39.88,30.54,25.2,45.15,5,Tight Passive Rocks
131,1GOF,11981.0,-21.9,42.14,7.72,3.41,65.14,1.69,19.09,66.4,61.72,3.84,33.6,29.08,46.93,35.35,46.82,2,Semi-Loose Neutral Players
132,1kawfee1,988437.0,4.0,23.36,18.19,17.12,58.41,2.1,7.69,51.57,45.04,7.03,35.09,26.48,41.73,33.92,52.61,0,Balanced Semi-Loose Players
134,1LightNight,26658.0,6.16,22.5,15.04,4.43,78.46,2.28,4.23,55.89,60.35,0.84,30.33,28.24,24.54,27.6,58.43,0,Balanced Semi-Loose Players
136,1manshow1989,1656.0,-49.97,46.95,11.26,0.0,68.49,2.59,26.01,45.56,67.18,3.5,36.42,40.1,45.24,28.61,49.49,1,Loose Passive Callers
137,1Markaction,2130.0,-60.99,42.71,5.62,2.33,62.22,2.31,31.02,82.35,64.57,0.65,34.58,33.45,33.91,28.99,50.78,1,Loose Passive Callers
138,1Marshall2,2624.0,-6.59,40.09,25.36,4.55,71.51,3.03,37.23,59.64,61.76,4.23,40.95,40.45,32.14,26.7,48.71,5,Tight Passive Rocks
139,1MOMONEYMO,14594.0,-4.07,48.34,7.93,2.74,73.12,0.82,8.24,42.03,63.71,0.31,20.18,28.71,23.21,29.22,54.58,0,Balanced Semi-Loose Players
140,1mpulse_Ctrl,3484.0,-3.91,27.91,15.29,3.45,61.98,1.07,4.17,60.52,32.74,3.23,31.8,24.92,34.97,32.99,54.17,0,Balanced Semi-Loose Players
142,1n5aNi7y,2164.0,-156.0,69.24,35.24,8.57,27.61,1.16,18.52,52.15,48.31,0.68,35.18,39.61,20.17,32.28,44.47,3,Hyper-LAG Maniacs
144,1nter$tellar,1374.0,-70.68,41.12,18.06,8.33,41.51,1.95,7.41,70.31,43.9,12.9,31.18,31.18,43.9,33.33,52.11,1,Loose Passive Callers
146,1ringtorule,1461.0,-11.76,48.85,27.11,4.17,59.76,1.47,8.33,44.39,45.79,2.98,41.36,47.41,29.41,29.88,41.21,2,Semi-Loose Neutral Players
147,1rmitchell0630,7374.0,-61.5,66.19,22.0,5.93,45.34,2.93,37.81,81.77,47.5,7.87,56.36,56.79,22.43,27.11,38.24,4,Overly Aggressive Semi-Loose Players
148,1RUNG00D,21797.0,-3.94,22.22,16.3,13.38,70.78,2.68,0.55,76.87,49.85,7.75,40.4,30.54,39.89,29.09,50.67,0,Balanced Semi-Loose Players
149,1S1LLYRABB1T,24904.0,-12.26,18.22,0.64,3.85,85.91,0.54,1.21,89.86,45.34,1.72,22.74,18.86,40.29,33.91,61.53,0,Balanced Semi-Loose Players
150,1shappy,9606.0,-5.35,36.69,13.79,2.5,66.08,1.41,8.68,55.19,58.46,1.88,34.62,35.23,25.78,26.26,53.44,0,Balanced Semi-Loose Players
151,1snafubar,1497.0,-19.94,37.57,6.26,0.0,60.0,0.98,6.54,62.0,36.05,5.03,28.62,28.11,33.68,31.81,44.98,2,Semi-Loose Neutral Players
155,1Sweet_Thang1,1116.0,-37.87,21.83,12.95,0.0,77.08,2.25,0.0,53.33,65.0,6.12,35.29,42.22,37.5,23.08,51.11,2,Semi-Loose Neutral Players
156,1tln Stromboli,2238.0,-11.74,33.23,19.07,14.29,53.64,1.67,2.17,66.67,48.31,3.98,33.15,31.72,45.74,32.39,49.31,2,Semi-Loose Neutral Players
157,2%DOGtilRIVER,6945.0,-6.07,46.82,13.65,7.41,45.89,1.05,3.02,71.14,47.09,3.22,32.72,34.48,44.2,33.36,46.85,2,Semi-Loose Neutral Players
158,2000DRAGONS,52226.0,-22.94,63.21,16.13,6.97,65.85,1.57,1.83,80.62,49.29,6.6,36.27,36.87,35.3,27.59,46.36,2,Semi-Loose Neutral Players
160,2001alicja,3089.0,3.84,57.8,11.17,9.26,52.38,1.34,16.75,77.11,48.21,4.71,37.63,50.52,40.77,32.43,48.26,5,Tight Passive Rocks
161,2004Wrx001,2132.0,2.33,45.84,16.8,19.05,66.26,2.34,15.58,57.36,47.78,8.55,49.04,39.19,26.39,25.07,43.65,5,Tight Passive Rocks
162,200TREE,1113.0,-42.13,39.65,9.44,7.14,53.33,1.18,14.0,63.64,55.56,2.86,26.92,47.65,35.38,30.67,46.0,2,Semi-Loose Neutral Players
167,202469972k,1765.0,-82.41,32.77,6.87,21.05,53.97,2.65,28.68,72.37,56.19,7.56,51.74,51.83,38.0,27.33,36.59,1,Loose Passive Callers
169,205atl,42323.0,-23.16,29.69,4.64,2.27,68.65,1.23,22.4,68.1,36.32,1.41,30.25,19.96,32.87,34.31,55.13,2,Semi-Loose Neutral Players
170,20hymsono,1445.0,-67.33,59.43,14.07,12.5,48.57,1.95,36.57,60.0,55.48,4.8,46.02,56.63,21.35,26.11,42.93,1,Loose Passive Callers
171,20JR20JR,1083.0,-33.79,50.24,10.31,10.0,48.72,0.93,0.9,66.67,48.42,5.77,28.95,32.49,40.0,35.53,48.97,2,Semi-Loose Neutral Players
172,20oleg,1705.0,-47.91,65.76,20.2,3.48,31.82,2.05,53.8,83.08,58.46,0.0,47.1,54.93,28.93,31.62,49.19,4,Overly Aggressive Semi-Loose Players
173,20redwheeler19,2193.0,-14.74,34.51,2.1,0.0,62.96,0.36,1.91,50.0,54.97,4.44,16.03,42.32,28.26,32.87,54.37,2,Semi-Loose Neutral Players
175,211_To_187,1182.0,-97.29,64.71,31.49,24.24,29.27,2.51,30.46,68.45,41.23,6.19,51.02,47.46,33.33,37.57,35.71,6,Loose Aggro Fish
176,215Jagoff,1363.0,33.4,35.81,9.29,9.52,44.12,1.18,11.11,63.16,57.75,7.87,35.52,37.5,44.29,29.53,46.01,0,Balanced Semi-Loose Players
177,215Joshua,2360.0,-78.54,42.07,21.95,25.0,46.0,4.86,52.0,86.18,53.78,6.4,61.45,46.43,39.78,31.97,37.71,6,Loose Aggro Fish
178,215joustNEP,27612.0,-40.78,47.47,9.15,1.11,62.17,0.65,12.27,36.55,40.1,1.46,26.04,27.04,33.62,34.1,47.91,2,Semi-Loose Neutral Players
180,21AKUSfan2,26588.0,-2.62,28.32,3.11,3.42,69.78,0.95,11.58,87.59,48.24,0.98,27.22,22.84,42.47,33.16,52.98,0,Balanced Semi-Loose Players
181,21STEAKFAT,3963.0,-4.97,50.91,21.87,3.03,65.27,2.41,26.56,42.58,65.42,2.93,37.11,32.7,12.5,28.63,51.21,2,Semi-Loose Neutral Players
182,21stun3s,1724.0,-32.73,41.78,15.91,11.11,62.96,2.2,17.2,63.4,67.13,3.91,30.79,36.71,46.15,35.04,48.86,2,Semi-Loose Neutral Players
183,22Coins,5679.0,-3.25,40.72,15.1,4.65,61.29,1.34,0.88,57.45,46.62,4.29,37.26,42.35,22.91,28.23,48.67,0,Balanced Semi-Loose Players
184,22EPL,13060.0,-0.04,27.72,23.01,8.0,68.06,2.24,0.39,61.13,36.88,10.3,27.58,36.54,46.19,31.85,52.48,0,Balanced Semi-Loose Players
185,22pelican,35016.0,-25.75,38.61,18.03,6.7,64.5,2.33,11.62,66.5,42.39,11.9,45.8,40.79,27.19,27.94,44.1,2,Semi-Loose Neutral Players
186,23csteele,10174.0,-59.08,45.22,20.64,7.5,53.4,1.43,25.65,48.41,39.43,2.72,57.55,63.88,35.27,30.26,38.44,1,Loose Passive Callers
187,2435823746,14100.0,-32.71,38.08,12.55,20.98,51.02,3.54,35.91,70.81,62.03,6.51,34.68,42.27,30.43,32.04,47.17,4,Overly Aggressive Semi-Loose Players
188,25081,4958.0,-10.99,37.2,21.09,23.88,57.33,3.73,22.07,82.12,51.85,7.52,61.35,56.44,27.5,25.03,42.72,5,Tight Passive Rocks
189,25TH_HOUR_TY,3386.0,-20.23,36.56,5.12,15.09,65.52,1.31,21.29,54.84,55.91,4.23,23.65,45.39,26.35,29.46,52.53,2,Semi-Loose Neutral Players
190,26Jacob,1946.0,-19.42,33.07,3.73,3.33,73.49,1.32,27.65,64.1,54.61,5.63,42.31,54.4,59.49,34.28,53.72,5,Tight Passive Rocks
193,295876,1677.0,-70.19,49.97,11.26,0.0,53.54,6.35,61.54,82.29,53.54,11.25,73.76,61.78,9.52,16.2,33.59,4,Overly Aggressive Semi-Loose Players
194,2_yangsta,1565.0,-59.18,38.2,28.7,4.55,78.16,1.86,5.77,60.92,33.33,0.0,45.66,34.46,38.71,32.24,41.77,1,Loose Passive Callers
195,2AJILE,8274.0,-16.01,31.3,18.26,7.02,72.46,1.56,4.72,60.26,41.56,1.9,27.83,24.97,51.24,38.69,51.62,2,Semi-Loose Neutral Players
196,2bearz1cave,2086.0,-18.29,37.76,4.18,2.0,58.0,0.94,19.51,74.58,58.18,0.0,26.34,24.84,56.86,40.7,61.0,2,Semi-Loose Neutral Players
197,2BLCKJKS,7610.0,-49.84,40.22,4.29,7.63,59.16,0.83,5.0,72.46,43.67,2.81,30.53,37.8,35.63,30.15,48.92,1,Loose Passive Callers
199,2CardsWin99,4424.0,-100.34,53.96,13.6,16.81,47.64,1.78,26.64,69.71,43.4,7.62,44.87,53.45,28.29,34.95,42.89,6,Loose Aggro Fish
200,2chainz3rdchain,2446.0,-16.94,42.71,4.52,4.35,77.55,0.99,0.31,87.1,35.52,4.3,34.77,27.15,44.95,35.49,49.54,2,Semi-Loose Neutral Players
201,2EZzz19,9646.0,-2.21,18.92,12.28,7.69,71.94,1.57,0.58,59.33,48.73,4.42,27.59,27.17,41.98,30.91,59.45,0,Balanced Semi-Loose Players
202,2fish1flop,5867.0,-74.88,37.95,29.57,21.13,40.36,2.64,7.24,58.66,44.19,10.74,40.32,44.56,44.11,35.44,43.52,1,Loose Passive Callers
204,2little2late123,3470.0,2.77,23.87,6.88,5.56,78.81,1.17,0.56,56.0,53.57,4.69,41.03,40.29,31.11,27.34,58.44,0,Balanced Semi-Loose Players
205,2lmt,2293.0,-3.51,25.68,5.17,0.0,66.13,1.74,3.95,63.51,51.39,2.51,21.41,31.54,35.29,31.42,62.61,0,Balanced Semi-Loose Players
208,2ofus692,3566.0,-8.15,46.36,11.79,6.67,68.18,2.11,9.8,78.32,53.92,0.98,40.18,29.96,28.5,27.38,46.95,5,Tight Passive Rocks
209,2old2bluff,4316.0,-35.92,48.89,6.11,4.65,67.33,0.56,3.13,60.47,30.43,5.61,23.22,39.78,37.15,39.12,48.61,2,Semi-Loose Neutral Players
210,2Over1,7576.0,-29.25,30.89,3.7,13.75,63.46,1.05,6.37,86.83,41.83,3.37,31.59,28.2,42.73,34.97,50.84,2,Semi-Loose Neutral Players
211,2phonekawalin,3890.0,-23.0,37.8,21.85,7.02,54.82,1.61,9.96,50.58,48.33,7.56,37.48,39.75,27.49,29.01,48.8,2,Semi-Loose Neutral Players
213,2Shorttt,2088.0,-38.64,52.57,6.03,9.26,68.84,1.97,28.62,70.69,40.0,9.57,47.94,40.4,26.21,31.83,40.92,4,Overly Aggressive Semi-Loose Players
214,300lboflust,16163.0,-27.99,44.21,3.73,3.16,80.31,2.69,49.95,82.58,48.5,0.67,42.49,30.86,37.77,25.71,47.25,4,Overly Aggressive Semi-Loose Players
216,30stones40,2282.0,17.14,30.83,9.49,0.0,71.62,1.5,14.45,57.61,50.32,1.39,33.33,26.34,26.76,26.89,57.32,0,Balanced Semi-Loose Players
217,31w311,2918.0,-25.35,34.68,25.86,6.98,30.33,2.07,21.01,66.22,42.86,8.47,40.79,35.53,36.7,36.15,49.25,2,Semi-Loose Neutral Players
218,33010404,1200.0,-107.07,61.35,17.84,0.0,40.58,1.45,22.75,78.57,37.58,3.28,45.61,41.41,35.11,37.12,34.3,6,Loose Aggro Fish
220,33221141,3657.0,-4.59,47.83,24.48,10.2,69.15,1.82,11.9,64.67,36.18,7.14,42.24,34.03,48.45,31.12,52.43,0,Balanced Semi-Loose Players
221,333babej,23652.0,-22.43,34.16,8.08,8.73,65.11,2.07,18.23,68.57,64.7,1.49,28.33,20.13,34.66,31.75,54.55,2,Semi-Loose Neutral Players
222,33FreeMindz33,1564.0,-11.63,20.04,9.85,28.57,72.22,1.81,14.29,59.46,66.04,0.0,39.5,22.67,31.71,25.0,62.16,0,Balanced Semi-Loose Players
223,34clubsMB,3332.0,-5.46,38.17,5.62,3.75,54.26,1.47,16.8,79.82,62.93,1.47,42.92,42.38,31.58,28.28,49.65,5,Tight Passive Rocks
226,392TA,1160.0,-66.39,21.84,9.71,25.0,66.67,1.02,0.0,64.81,36.36,4.41,20.17,20.55,57.58,36.82,43.21,1,Loose Passive Callers
227,3980343,37978.0,-6.94,24.86,10.93,4.32,59.76,1.65,6.78,55.41,50.74,3.65,32.73,30.68,36.87,32.11,54.4,0,Balanced Semi-Loose Players
228,3BetBluff318,2486.0,-8.41,34.01,14.38,4.76,55.28,1.55,5.85,54.3,43.27,10.06,30.29,33.86,34.31,30.37,54.34,0,Balanced Semi-Loose Players
229,3BetJammin,15382.0,-7.9,29.79,14.77,14.47,59.18,2.24,7.13,71.73,56.96,5.67,35.47,35.88,28.43,25.16,49.13,5,Tight Passive Rocks
231,3DEALER3,38445.0,-2.43,30.76,18.47,6.25,60.15,1.69,11.34,63.34,42.71,4.6,34.79,28.49,37.99,34.52,50.76,0,Balanced Semi-Loose Players
232,3JackOFF,43221.0,3.61,22.37,18.22,14.63,72.32,3.04,0.38,60.27,48.5,9.62,36.5,36.48,34.67,28.76,54.35,0,Balanced Semi-Loose Players
234,3putt667,1509.0,-12.4,49.43,8.3,15.0,40.0,1.08,0.0,75.29,62.26,3.14,46.45,44.21,36.61,31.53,41.83,5,Tight Passive Rocks
235,3rdnschlong,1922.0,-87.02,62.71,12.62,0.0,73.87,0.79,0.58,54.32,37.41,6.15,38.65,39.79,24.14,31.26,44.95,1,Loose Passive Callers
237,4 ACES TERI,8457.0,0.28,58.03,5.58,5.45,83.37,1.33,5.73,88.84,41.22,2.06,44.13,49.63,37.83,25.88,49.42,5,Tight Passive Rocks
240,40Hubie40,1526.0,-33.63,42.27,22.42,14.29,59.77,2.08,13.89,74.7,56.25,5.88,38.38,24.75,51.69,35.74,44.44,2,Semi-Loose Neutral Players
242,40tonpiggybank,2117.0,35.96,32.01,15.44,6.67,55.13,1.98,0.92,70.59,54.63,1.27,33.82,19.07,30.93,28.89,57.87,0,Balanced Semi-Loose Players
246,412gage,1240.0,-48.31,33.55,19.87,4.76,56.0,1.69,3.39,61.42,53.49,2.06,36.0,36.49,35.94,31.15,54.14,2,Semi-Loose Neutral Players
248,412murphdog13,1057.0,-53.96,51.01,19.85,0.0,47.83,1.59,28.24,59.83,46.27,0.0,30.48,29.83,35.63,35.48,43.85,1,Loose Passive Callers
249,412STUD,3876.0,-9.27,29.66,17.18,27.03,65.38,2.64,4.72,74.24,42.57,7.33,46.24,62.2,37.04,23.18,42.4,5,Tight Passive Rocks
250,4133gobirds,2244.0,9.49,26.41,18.98,5.0,64.8,1.67,1.49,56.94,55.74,5.13,26.26,29.29,35.16,30.47,60.48,0,Balanced Semi-Loose Players
251,41563,1606.0,-20.91,47.78,12.39,6.0,70.0,8.29,77.48,88.39,61.67,2.5,40.2,46.88,47.3,27.3,48.13,4,Overly Aggressive Semi-Loose Players
255,420Ca$h,7951.0,19.06,36.87,10.5,6.02,66.95,2.64,15.97,76.07,66.94,1.8,43.8,42.87,23.31,23.77,49.0,5,Tight Passive Rocks
256,420dsb420,2660.0,21.85,27.64,3.72,7.41,72.62,0.93,3.52,73.08,61.16,0.0,30.24,28.57,37.62,27.82,58.65,0,Balanced Semi-Loose Players
259,420newcastle420,11726.0,-77.91,60.36,27.38,8.0,32.45,1.6,13.36,53.6,49.32,4.89,42.23,39.44,37.9,30.99,41.58,1,Loose Passive Callers
260,420Warlock,8479.0,3.24,49.44,15.82,5.49,44.33,1.31,3.5,66.26,49.93,1.25,34.36,26.82,33.97,28.16,48.39,0,Balanced Semi-Loose Players
261,42654,2595.0,-13.65,38.54,5.54,14.89,63.49,3.47,31.61,87.64,70.39,3.3,29.36,20.46,22.48,27.75,47.65,5,Tight Passive Rocks
266,4_1_2_Maestro,2302.0,30.11,35.14,12.71,24.0,47.46,1.25,2.31,50.0,53.97,6.94,25.32,23.29,30.97,32.6,54.84,0,Balanced Semi-Loose Players
268,4BetFeek,7626.0,-8.68,25.1,18.81,11.54,62.77,2.18,3.46,58.6,40.78,9.5,32.0,32.34,41.39,33.08,51.83,0,Balanced Semi-Loose Players
269,4corner78,1243.0,-37.85,44.78,11.72,25.0,49.21,1.87,8.48,65.38,40.77,5.5,28.52,27.72,39.71,37.83,42.02,2,Semi-Loose Neutral Players
272,4eyes2019,1366.0,-24.14,66.99,17.48,3.45,50.0,1.49,12.56,63.33,51.3,6.01,38.64,26.27,27.64,25.18,54.5,2,Semi-Loose Neutral Players
273,4FingerShockers,12853.0,-30.85,48.29,3.86,8.21,50.62,0.95,8.71,65.15,62.52,2.91,23.99,26.7,38.53,30.99,53.27,2,Semi-Loose Neutral Players
274,4Kiddos65,1674.0,-32.0,62.58,23.09,2.17,40.0,2.41,27.95,72.04,57.49,1.56,34.4,26.25,28.33,26.75,46.07,4,Overly Aggressive Semi-Loose Players
275,4KingsAceHole,1564.0,-29.84,47.31,24.13,10.53,45.92,0.85,4.73,39.66,39.17,9.59,27.07,38.87,37.5,41.12,53.6,2,Semi-Loose Neutral Players
